state,map_state,date,year,month_number,month,division,division_name,inflation_yoy,inflation_mom
W.P. Kuala Lumpur,Kuala Lumpur,2022-06-01,2022,6,June,01,Food and non-alcoholic beverages,5.4,0.9
W.P. Labuan,Labuan,2022-06-01,2022,6,June,01,Food and non-alcoholic beverages,4.0,0.4
W.P. Putrajaya,Putrajaya,2022-06-01,2022,6,June,01,Food and non-alcoholic beverages,8.2,0.4
Johor,Johor,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,7.7,0.3
Kedah,Kedah,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,4.4,0.4
Kelantan,Kelantan,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.5,0.1
Melaka,Melaka,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.9,1.0
Negeri Sembilan,Negeri Sembilan,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.8,0.6
Pahang,Pahang,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.9,0.8
Perak,Perak,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,6.3,0.6
Perlis,Perlis,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.6,0.0
Pulau Pinang,Penang,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,7.7,0.9
Sabah,Sabah,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,6.3,1.5
Sarawak,Sarawak,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,6.5,1.0
Selangor,Selangor,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,8.4,0.9
Terengganu,Terengganu,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,6.2,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,5.9,0.3
W.P. Labuan,Labuan,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,3.8,0.2
W.P. Putrajaya,Putrajaya,2022-07-01,2022,7,July,01,Food and non-alcoholic beverages,9.4,1.1
Johor,Johor,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,7.8,0.1
Kedah,Kedah,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,4.2,0.0
Kelantan,Kelantan,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,5.3,-0.2
Melaka,Melaka,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,5.5,0.0
Negeri Sembilan,Negeri Sembilan,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,5.9,0.2
Pahang,Pahang,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,6.5,0.5
Perak,Perak,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,6.8,0.4
Perlis,Perlis,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,5.2,-0.3
Pulau Pinang,Penang,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,7.6,0.0
Sabah,Sabah,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,6.6,0.4
Sarawak,Sarawak,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,7.0,0.6
Selangor,Selangor,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,9.1,0.6
Terengganu,Terengganu,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,6.0,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,6.1,0.4
W.P. Labuan,Labuan,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,3.4,-0.2
W.P. Putrajaya,Putrajaya,2022-08-01,2022,8,August,01,Food and non-alcoholic beverages,8.7,0.1
Johor,Johor,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,7.1,0.3
Kedah,Kedah,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,4.0,0.1
Kelantan,Kelantan,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,5.2,0.4
Melaka,Melaka,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,4.9,0.3
Negeri Sembilan,Negeri Sembilan,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,5.6,0.4
Pahang,Pahang,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,5.8,0.4
Perak,Perak,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,5.9,0.2
Perlis,Perlis,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,4.5,0.5
Pulau Pinang,Penang,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,7.5,0.3
Sabah,Sabah,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,6.7,0.2
Sarawak,Sarawak,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,7.2,0.4
Selangor,Selangor,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,8.9,0.3
Terengganu,Terengganu,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,5.7,0.4
W.P. Kuala Lumpur,Kuala Lumpur,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,6.0,0.3
W.P. Labuan,Labuan,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,3.8,0.4
W.P. Putrajaya,Putrajaya,2022-09-01,2022,9,September,01,Food and non-alcoholic beverages,6.8,0.3
Johor,Johor,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,7.3,0.2
Kedah,Kedah,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,4.3,0.4
Kelantan,Kelantan,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,5.3,0.4
Melaka,Melaka,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,5.6,0.7
Negeri Sembilan,Negeri Sembilan,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,5.5,0.3
Pahang,Pahang,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,6.2,0.4
Perak,Perak,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,6.3,0.4
Perlis,Perlis,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,6.1,1.4
Pulau Pinang,Penang,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,7.6,0.3
Sabah,Sabah,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,7.2,0.6
Sarawak,Sarawak,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,7.8,0.6
Selangor,Selangor,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,8.8,0.5
Terengganu,Terengganu,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,5.9,0.6
W.P. Kuala Lumpur,Kuala Lumpur,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,6.9,0.7
W.P. Labuan,Labuan,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,4.1,0.4
W.P. Putrajaya,Putrajaya,2022-10-01,2022,10,October,01,Food and non-alcoholic beverages,7.6,0.7
Johor,Johor,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,7.6,1.0
Kedah,Kedah,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,4.2,0.5
Kelantan,Kelantan,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,5.4,0.5
Melaka,Melaka,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,5.7,0.6
Negeri Sembilan,Negeri Sembilan,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,6.2,1.0
Pahang,Pahang,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,6.8,1.0
Perak,Perak,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,6.7,0.7
Perlis,Perlis,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,5.3,0.0
Pulau Pinang,Penang,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,7.1,0.7
Sabah,Sabah,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,7.4,0.4
Sarawak,Sarawak,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,8.5,0.9
Selangor,Selangor,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,9.0,1.0
Terengganu,Terengganu,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,5.9,0.5
W.P. Kuala Lumpur,Kuala Lumpur,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,6.7,0.6
W.P. Labuan,Labuan,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,4.0,0.2
W.P. Putrajaya,Putrajaya,2022-11-01,2022,11,November,01,Food and non-alcoholic beverages,8.8,1.7
Johor,Johor,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.9,0.4
Kedah,Kedah,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,3.4,0.3
Kelantan,Kelantan,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,4.6,0.4
Melaka,Melaka,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,5.9,0.5
Negeri Sembilan,Negeri Sembilan,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.1,0.5
Pahang,Pahang,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.0,0.4
Perak,Perak,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.1,0.5
Perlis,Perlis,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,4.2,0.2
Pulau Pinang,Penang,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.5,0.7
Sabah,Sabah,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,7.4,0.4
Sarawak,Sarawak,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,8.4,0.6
Selangor,Selangor,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,8.4,0.8
Terengganu,Terengganu,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,5.3,0.3
W.P. Kuala Lumpur,Kuala Lumpur,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,6.2,0.4
W.P. Labuan,Labuan,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,3.9,0.5
W.P. Putrajaya,Putrajaya,2022-12-01,2022,12,December,01,Food and non-alcoholic beverages,7.5,0.6
Johor,Johor,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.8,0.5
Kedah,Kedah,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,3.7,0.5
Kelantan,Kelantan,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,4.7,0.4
Melaka,Melaka,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,5.8,0.7
Negeri Sembilan,Negeri Sembilan,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.6,0.5
Pahang,Pahang,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.6,0.5
Perak,Perak,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.3,0.6
Perlis,Perlis,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,4.6,0.4
Pulau Pinang,Penang,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.9,0.9
Sabah,Sabah,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.4,0.4
Sarawak,Sarawak,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,8.4,0.6
Selangor,Selangor,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,8.1,0.5
Terengganu,Terengganu,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,5.2,0.6
W.P. Kuala Lumpur,Kuala Lumpur,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,6.2,0.7
W.P. Labuan,Labuan,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,3.6,0.5
W.P. Putrajaya,Putrajaya,2023-01-01,2023,1,January,01,Food and non-alcoholic beverages,7.4,0.5
Johor,Johor,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,7.5,0.6
Kedah,Kedah,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,3.7,0.2
Kelantan,Kelantan,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,4.9,0.3
Melaka,Melaka,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.3,0.4
Negeri Sembilan,Negeri Sembilan,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.8,0.5
Pahang,Pahang,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,7.4,0.6
Perak,Perak,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,7.0,0.6
Perlis,Perlis,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,4.3,0.1
Pulau Pinang,Penang,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.9,0.1
Sabah,Sabah,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.2,0.3
Sarawak,Sarawak,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,8.1,0.5
Selangor,Selangor,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,8.6,0.6
Terengganu,Terengganu,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,5.3,0.4
W.P. Kuala Lumpur,Kuala Lumpur,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.1,0.1
W.P. Labuan,Labuan,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,3.7,0.6
W.P. Putrajaya,Putrajaya,2023-02-01,2023,2,February,01,Food and non-alcoholic beverages,6.9,0.2
Johor,Johor,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.9,-0.1
Kedah,Kedah,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,3.6,0.1
Kelantan,Kelantan,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,4.8,0.2
Melaka,Melaka,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.2,0.1
Negeri Sembilan,Negeri Sembilan,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.6,0.1
Pahang,Pahang,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.9,0.1
Perak,Perak,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.8,0.2
Perlis,Perlis,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,4.1,0.1
Pulau Pinang,Penang,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.3,0.1
Sabah,Sabah,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.8,0.1
Sarawak,Sarawak,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,8.2,0.3
Selangor,Selangor,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,8.3,0.1
Terengganu,Terengganu,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,5.2,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,6.2,0.1
W.P. Labuan,Labuan,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,4.0,-0.1
W.P. Putrajaya,Putrajaya,2023-03-01,2023,3,March,01,Food and non-alcoholic beverages,7.3,0.4
Johor,Johor,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.1,-0.4
Kedah,Kedah,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,3.3,-0.1
Kelantan,Kelantan,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,4.3,-0.1
Melaka,Melaka,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.0,0.0
Negeri Sembilan,Negeri Sembilan,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.1,-0.3
Pahang,Pahang,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.4,-0.3
Perak,Perak,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.3,-0.1
Perlis,Perlis,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,3.9,0.1
Pulau Pinang,Penang,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.1,0.0
Sabah,Sabah,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,6.2,-0.2
Sarawak,Sarawak,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,8.0,0.0
Selangor,Selangor,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,7.5,-0.1
Terengganu,Terengganu,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,4.7,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,5.8,0.0
W.P. Labuan,Labuan,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,3.8,0.2
W.P. Putrajaya,Putrajaya,2023-04-01,2023,4,April,01,Food and non-alcoholic beverages,7.0,-0.1
Johor,Johor,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.1,0.4
Kedah,Kedah,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,3.2,0.4
Kelantan,Kelantan,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,3.6,0.1
Melaka,Melaka,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,6.1,0.5
Negeri Sembilan,Negeri Sembilan,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.5,0.4
Pahang,Pahang,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,6.0,0.4
Perak,Perak,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.9,0.4
Perlis,Perlis,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,3.9,0.1
Pulau Pinang,Penang,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.7,0.6
Sabah,Sabah,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.5,0.1
Sarawak,Sarawak,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,7.6,0.3
Selangor,Selangor,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,7.3,0.7
Terengganu,Terengganu,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,4.1,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,5.2,0.5
W.P. Labuan,Labuan,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,3.2,0.1
W.P. Putrajaya,Putrajaya,2023-05-01,2023,5,May,01,Food and non-alcoholic beverages,7.1,1.0
Johor,Johor,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,3.4,0.0
Kedah,Kedah,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,3.0,0.3
Kelantan,Kelantan,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,2.8,0.2
Melaka,Melaka,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,5.0,0.1
Negeri Sembilan,Negeri Sembilan,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,4.4,0.1
Pahang,Pahang,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,5.4,0.5
Perak,Perak,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,4.7,0.0
Perlis,Perlis,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,3.1,0.2
Pulau Pinang,Penang,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,4.5,0.0
Sabah,Sabah,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,4.2,-0.1
Sarawak,Sarawak,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,6.4,0.3
Selangor,Selangor,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,6.1,0.1
Terengganu,Terengganu,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,3.1,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,4.2,0.0
W.P. Labuan,Labuan,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,3.4,0.6
W.P. Putrajaya,Putrajaya,2023-06-01,2023,6,June,01,Food and non-alcoholic beverages,7.1,0.3
Johor,Johor,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,3.4,0.3
Kedah,Kedah,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,2.8,0.1
Kelantan,Kelantan,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,2.9,0.2
Melaka,Melaka,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.4,0.4
Negeri Sembilan,Negeri Sembilan,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.0,0.2
Pahang,Pahang,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.8,0.2
Perak,Perak,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.5,0.3
Perlis,Perlis,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,3.4,0.4
Pulau Pinang,Penang,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.0,0.4
Sabah,Sabah,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,3.0,0.4
Sarawak,Sarawak,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,5.5,0.2
Selangor,Selangor,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,5.6,0.5
Terengganu,Terengganu,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,3.2,0.4
W.P. Kuala Lumpur,Kuala Lumpur,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,4.1,0.3
W.P. Labuan,Labuan,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,3.5,0.3
W.P. Putrajaya,Putrajaya,2023-07-01,2023,7,July,01,Food and non-alcoholic beverages,6.0,0.1
Johor,Johor,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,3.4,0.1
Kedah,Kedah,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,2.7,-0.1
Kelantan,Kelantan,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,3.0,-0.1
Melaka,Melaka,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.4,0.1
Negeri Sembilan,Negeri Sembilan,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.0,0.2
Pahang,Pahang,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.1,-0.2
Perak,Perak,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.0,0.0
Perlis,Perlis,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.7,0.9
Pulau Pinang,Penang,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.2,0.1
Sabah,Sabah,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,2.9,0.3
Sarawak,Sarawak,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,5.0,0.1
Selangor,Selangor,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,5.3,0.3
Terengganu,Terengganu,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,3.3,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,3.7,0.0
W.P. Labuan,Labuan,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,4.2,0.4
W.P. Putrajaya,Putrajaya,2023-08-01,2023,8,August,01,Food and non-alcoholic beverages,5.7,-0.2
Johor,Johor,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.2,0.1
Kedah,Kedah,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,2.6,0.1
Kelantan,Kelantan,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,2.5,-0.1
Melaka,Melaka,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,4.1,0.0
Negeri Sembilan,Negeri Sembilan,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.6,0.0
Pahang,Pahang,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.5,-0.1
Perak,Perak,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.8,0.0
Perlis,Perlis,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.7,-0.4
Pulau Pinang,Penang,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,4.5,0.6
Sabah,Sabah,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.0,0.3
Sarawak,Sarawak,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,5.2,0.5
Selangor,Selangor,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,4.9,0.0
Terengganu,Terengganu,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.0,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.3,-0.1
W.P. Labuan,Labuan,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,3.9,0.1
W.P. Putrajaya,Putrajaya,2023-09-01,2023,9,September,01,Food and non-alcoholic beverages,5.9,0.5
Johor,Johor,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.0,0.0
Kedah,Kedah,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.3,0.1
Kelantan,Kelantan,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.2,0.1
Melaka,Melaka,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.7,0.3
Negeri Sembilan,Negeri Sembilan,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.4,0.1
Pahang,Pahang,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.2,0.1
Perak,Perak,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.4,0.0
Perlis,Perlis,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.6,0.2
Pulau Pinang,Penang,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,4.5,0.4
Sabah,Sabah,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.4,0.0
Sarawak,Sarawak,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,4.8,0.3
Selangor,Selangor,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,4.7,0.2
Terengganu,Terengganu,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.4,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,2.5,0.0
W.P. Labuan,Labuan,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,3.6,0.1
W.P. Putrajaya,Putrajaya,2023-10-01,2023,10,October,01,Food and non-alcoholic beverages,5.2,0.1
Johor,Johor,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.7,-0.3
Kedah,Kedah,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.8,0.0
Kelantan,Kelantan,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.3,-0.5
Melaka,Melaka,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,2.2,-0.8
Negeri Sembilan,Negeri Sembilan,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,2.0,-0.3
Pahang,Pahang,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,2.2,0.0
Perak,Perak,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,2.5,-0.1
Perlis,Perlis,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,2.2,-0.4
Pulau Pinang,Penang,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,3.7,-0.2
Sabah,Sabah,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.5,-0.5
Sarawak,Sarawak,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,3.6,-0.3
Selangor,Selangor,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,3.5,-0.1
Terengganu,Terengganu,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.5,-0.4
W.P. Kuala Lumpur,Kuala Lumpur,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,1.4,-0.5
W.P. Labuan,Labuan,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,3.4,0.1
W.P. Putrajaya,Putrajaya,2023-11-01,2023,11,November,01,Food and non-alcoholic beverages,3.0,-0.4
