state,state_display,date,year,month_number,month,division,division_order,division_name,division_label,division_scope,inflation_yoy,inflation_mom,pressure_group
Kedah,Kedah,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.2,0.0,Moderate pressure
Kedah,Kedah,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-6.8,0.1,Deflation or price easing
Kedah,Kedah,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.8,0.0,Deflation or price easing
Kedah,Kedah,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,2.8,2.7,Moderate pressure
Kedah,Kedah,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.2,0.0,Moderate pressure
Kedah,Kedah,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,1.7,0.2,Moderate pressure
Kedah,Kedah,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,5.1,0.0,High pressure
Kedah,Kedah,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,3.8,0.1,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,2.9,-0.3,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,23.1,0.0,High pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.4,-0.0,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.1,0.2,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,1.0,-0.1,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.9,0.3,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-8.2,0.2,Deflation or price easing
Kelantan,Kelantan,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-3.3,-0.0,Deflation or price easing
Kelantan,Kelantan,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,2.9,2.7,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,3.2,0.0,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,1.8,0.0,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,1.0,0.0,Moderate pressure
Kelantan,Kelantan,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,1.9,-0.1,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.7,0.7,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,18.4,-0.1,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-2.5,-1.2,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.4,0.8,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,2.1,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,-0.3,0.0,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-2.2,5.1,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.1,-0.1,Deflation or price easing
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,5.6,1.6,High pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.6,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,2.4,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,2.2,0.0,Moderate pressure
W.P. Kuala Lumpur,Kuala Lumpur,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,3.3,-0.1,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,-0.1,0.3,Deflation or price easing
W.P. Labuan,Labuan,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,14.4,0.0,High pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.6,0.0,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,-0.5,-0.2,Deflation or price easing
W.P. Labuan,Labuan,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-1.1,0.3,Deflation or price easing
W.P. Labuan,Labuan,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,7.2,0.0,High pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-10.2,0.2,Deflation or price easing
W.P. Labuan,Labuan,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.7,-0.3,Deflation or price easing
W.P. Labuan,Labuan,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,2.8,3.0,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,0.0,0.0,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Labuan,Labuan,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,-1.1,0.2,Deflation or price easing
Melaka,Melaka,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,4.6,0.3,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,19.7,0.1,High pressure
Melaka,Melaka,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-3.0,-0.3,Deflation or price easing
Melaka,Melaka,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.7,0.6,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,1.7,0.2,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.2,0.2,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-6.5,0.1,Deflation or price easing
Melaka,Melaka,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,0.7,-0.1,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.3,1.6,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,1.5,0.0,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,-0.3,-0.3,Deflation or price easing
Melaka,Melaka,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,3.0,0.0,Moderate pressure
Melaka,Melaka,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.4,-0.4,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,4.2,0.3,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,19.3,0.0,High pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.5,-0.4,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.7,0.6,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.4,0.2,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,2.9,0.3,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-9.0,0.0,Deflation or price easing
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-1.9,0.1,Deflation or price easing
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.0,2.3,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.5,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,-0.5,0.1,Deflation or price easing
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
Negeri Sembilan,Negeri Sembilan,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.5,-0.1,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.4,0.0,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,21.3,0.1,High pressure
Pahang,Pahang,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.2,-0.3,Deflation or price easing
Pahang,Pahang,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.7,0.7,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,1.5,0.1,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,2.0,0.1,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-7.4,0.1,Deflation or price easing
Pahang,Pahang,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.9,0.0,Deflation or price easing
Pahang,Pahang,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,2.2,2.5,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,2.3,0.3,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,0.7,0.2,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.6,0.0,Moderate pressure
Pahang,Pahang,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.7,0.0,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,4.4,0.6,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,18.7,0.0,High pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.3,0.0,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.8,0.1,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,1.9,0.2,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,4.1,0.5,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-8.5,0.1,Deflation or price easing
Pulau Pinang,Penang,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.6,0.1,Deflation or price easing
Pulau Pinang,Penang,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,2.5,2.2,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,1.6,0.0,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,2.8,0.3,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
Pulau Pinang,Penang,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.0,0.2,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,2.8,0.2,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,18.8,-0.2,High pressure
Perak,Perak,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.4,-0.3,Deflation or price easing
Perak,Perak,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.1,0.2,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.5,0.1,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,2.3,0.1,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-7.3,0.2,Deflation or price easing
Perak,Perak,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.3,0.0,Deflation or price easing
Perak,Perak,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.4,2.9,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.7,0.0,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,1.8,0.3,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.7,1.4,Moderate pressure
Perak,Perak,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.2,0.6,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.9,-0.5,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,23.2,0.0,High pressure
Perlis,Perlis,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,2.2,-0.4,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.3,0.2,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,-0.5,0.0,Deflation or price easing
Perlis,Perlis,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.9,0.2,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-10.2,0.1,Deflation or price easing
Perlis,Perlis,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-3.0,0.0,Deflation or price easing
Perlis,Perlis,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.1,2.1,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.5,0.0,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,3.2,0.0,Moderate pressure
Perlis,Perlis,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,-0.1,-0.1,Deflation or price easing
Perlis,Perlis,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,0.9,0.0,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.7,0.4,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,23.2,0.0,High pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,3.1,0.0,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,0.7,0.1,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,4.1,0.0,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,-3.7,0.0,Deflation or price easing
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-7.7,0.5,Deflation or price easing
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-0.4,0.0,Deflation or price easing
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,4.2,1.5,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.8,0.0,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,0.6,0.4,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,0.0,0.0,Moderate pressure
W.P. Putrajaya,Putrajaya,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.9,0.1,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,1.0,0.0,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,20.6,0.1,High pressure
Sabah,Sabah,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.2,0.0,Deflation or price easing
Sabah,Sabah,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,1.1,0.7,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.5,0.2,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.2,0.2,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-6.9,0.2,Deflation or price easing
Sabah,Sabah,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-3.6,-0.1,Deflation or price easing
Sabah,Sabah,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,3.6,2.7,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,0.7,0.0,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,1.3,0.2,Moderate pressure
Sabah,Sabah,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,-0.3,0.0,Deflation or price easing
Sabah,Sabah,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,1.2,-0.1,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,2.3,0.2,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,15.5,0.0,High pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,-1.2,-0.3,Deflation or price easing
Sarawak,Sarawak,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.2,0.2,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,0.9,0.1,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,1.9,0.1,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-7.9,0.5,Deflation or price easing
Sarawak,Sarawak,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-3.4,0.0,Deflation or price easing
Sarawak,Sarawak,2016-08-01,2016,8,August,09,9,"Recreation, sport and culture","Recreation, sport and culture",Other Consumer Price Index divisions,1.9,1.4,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,10,10,Education,Education,Other Consumer Price Index divisions,2.1,0.0,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,11,11,Restaurants and accommodation services,Restaurants and accommodation services,Food-related pressure channels,2.1,0.2,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,12,12,Insurance and financial services,Insurance and financial services,Other Consumer Price Index divisions,1.4,0.0,Moderate pressure
Sarawak,Sarawak,2016-08-01,2016,8,August,13,13,"Personal care, social protection and miscellaneous goods and services",Personal care and miscellaneous services,Other Consumer Price Index divisions,2.7,0.2,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,01,1,Food and non-alcoholic beverages,Food and non-alcoholic beverages,Food-related pressure channels,3.7,0.3,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,02,2,Alcoholic beverages and tobacco,Alcoholic beverages and tobacco,Other Consumer Price Index divisions,19.7,0.0,High pressure
Selangor,Selangor,2016-08-01,2016,8,August,03,3,Clothing and footwear,Clothing and footwear,Other Consumer Price Index divisions,0.1,-0.1,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,04,4,"Housing, water, electricity, gas and other fuels",Housing and utilities,Other Consumer Price Index divisions,2.5,0.5,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,05,5,"Furnishings, household equipment and routine household maintenance",Household equipment and maintenance,Other Consumer Price Index divisions,1.3,0.0,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,06,6,Health,Health,Other Consumer Price Index divisions,2.4,0.7,Moderate pressure
Selangor,Selangor,2016-08-01,2016,8,August,07,7,Transport,Transport,Other Consumer Price Index divisions,-6.3,0.5,Deflation or price easing
Selangor,Selangor,2016-08-01,2016,8,August,08,8,Information and communication,Information and communication,Other Consumer Price Index divisions,-2.0,0.1,Deflation or price easing
